scenario_id,point_id,split,x_m,y_m,synthetic_truth_spores_m2,synthetic_observed_spores_m2,reworked_pred_spores_m2,gaussian_pred_spores_m2
S3_rain_front,P54,test,6083.333333333334,2250.0,1.5089137438982083,1.6484047769288157,0.17038964996781175,4.1916812100146106e-05
S3_rain_front,P55,test,7861.111111111111,2250.0,0.23983199327370147,0.16620413954374155,0.09512746927276586,0.00040600187925978143
S3_rain_front,P56,test,9638.888888888889,2250.0,0.017878310284875555,0.019495676177646495,0.04253353894534395,0.0016691736505640693
S3_rain_front,P57,test,11416.666666666668,2250.0,0.0019442317037627105,0.002087842758859332,0.019873615073819576,0.004309142030516109
S3_rain_front,P58,test,13194.444444444445,2250.0,0.0005175585470534138,0.0005369025145196004,0.011306557268704817,0.008407203992135107
S3_rain_front,P59,test,14972.222222222223,2250.0,0.0002821093451585409,0.00026413403047684204,0.007900234101802892,0.01368337855709606
S3_rain_front,P60,train,16750.0,2250.0,0.00021276444260733785,0.0002375343696117367,0.006259226042037255,0.01967692671059642
S3_rain_front,P61,test,750.0,3750.0,3.976311989335313e-17,1e-06,4.272043417954746e-06,2.0000100079667767e-76
S3_rain_front,P62,test,2527.777777777778,3750.0,1.5883032926419278e-08,1e-06,0.0012811643701970369,6.697959562247241e-28
S3_rain_front,P63,test,4305.555555555556,3750.0,0.0009084836878616839,0.0009582571451910964,0.023020011778977834,1.4645987672922285e-17
S3_rain_front,P64,test,6083.333333333334,3750.0,0.19383009709097904,0.16036247705934384,0.0874813732302664,1.109567543764628e-12
S3_rain_front,P65,test,7861.111111111111,3750.0,1.2357575687408406,1.4485932751627606,0.13498139959677619,6.892433455399651e-10
S3_rain_front,P66,test,9638.888888888889,3750.0,1.123139490619033,1.27258456279712,0.12785313473526563,4.278942266534229e-08
S3_rain_front,P67,test,11416.666666666668,3750.0,0.48702411745643737,0.5042225777420417,0.09942583922496925,7.441423385001243e-07
S3_rain_front,P68,test,13194.444444444445,3750.0,0.21495829681266576,0.16973916156840918,0.07620078021023907,5.96307047560233e-06
S3_rain_front,P69,test,14972.222222222223,3750.0,0.12240297076262781,0.09643417945388506,0.06149863184283795,2.8809018596468808e-05
S3_rain_front,P70,test,16750.0,3750.0,0.0813749135579451,0.06914485671759195,0.051492863680642285,9.824647403952615e-05
S3_rain_front,P71,test,750.0,5250.0,5.858659835058592e-26,1e-06,1.7757003346610444e-08,4.329888551718163e-140
S3_rain_front,P72,test,2527.777777777778,5250.0,9.480630452511815e-16,1e-06,1.5514748670495926e-05,2.040543706233298e-52
S3_rain_front,P73,test,4305.555555555556,5250.0,4.7358884921614e-09,1e-06,0.0009597547258231652,2.4034655627164048e-33
S3_rain_front,P74,train,6083.333333333334,5250.0,7.597524349539635e-05,0.00010760537489108314,0.010931119007738882,3.442896669943476e-24
S3_rain_front,P75,test,7861.111111111111,5250.0,0.018851003900007407,0.018121010687410174,0.04193222706080294,7.866636428331823e-19
S3_rain_front,P76,test,9638.888888888889,5250.0,0.2857124237823164,0.21146288158086893,0.08157851464091032,2.4527808914227144e-15
S3_rain_front,P77,test,11416.666666666668,5250.0,0.8383215599339273,0.8363067913485354,0.10788139985923709,6.856145456217832e-13
S3_rain_front,P78,test,13194.444444444445,5250.0,1.122593875635686,0.8969720695868956,0.11824221138862308,4.347694112925471e-11
S3_rain_front,P79,train,14972.222222222223,5250.0,1.1259726800071754,1.4586197748049727,0.11921455878924783,1.0395829830228392e-09
S3_rain_front,P80,test,16750.0,5250.0,0.9980652033093589,0.800214988314259,0.11441379467851406,1.26599515094524e-08
